"Id","Title","Excerpt","Description","Synonyms","Variations","Categories"
"","Nauzicaa Brigade","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/nauzicaa_brigade.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Nauzicaa Brigade</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Damage a boosted enemy unit by 3.
","","","gwent_card"
"","Alba Pikeman","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/alba_pikeman.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Alba Pikeman</strong>

<em>Human, Soldier</em>

<span class=""keyword melee"">Melee</span>: Every allied turn, on turn end, damage a random enemy unit on the melee row by 1.
","","","gwent_card"
"","Alba Spearman","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/alba_spearman.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Alba Spearman</strong>

<em>Human, Soldier</em>

<span class=""keyword deploy"">Deploy</span>: Damage an enemy unit by 1. Increase the damage by 1 for each adjacent Soldier.
","","","gwent_card"
"","Combat Engineer","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/combat_engineer.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Combat Engineer</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: If you control an artifact, boost self by 3.
","","","gwent_card"
"","Emissary","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/emissary.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Emissary</strong>

<em>Human, Agent</em>

<span class=""keyword spying"">Spying</span>.
<span class=""keyword deploy"">Deploy</span>: Boost an allied unit by 7.
","","","gwent_card"
"","Imperial Diplomacy","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/imperial_diplomacy.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Imperial Diplomacy</strong>

<em>Tactic</em>

<span class=""keyword create"">Create</span> and play a bronze card from your opponent's faction.
","","","gwent_card"
"","Alchemist","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/alchemist.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Alchemist</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Swap the power of 2 allied units.
","","","gwent_card"
"","Mangonel","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mangonel.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Mangonel</strong>

<em>Machine</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Damage an enemy unit by 1. For every <span class=""keyword spying"">Spying</span> unit adjacent to it, increase the damage by 2.
","","","gwent_card"
"","Nilfgaardian Knight","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/nilfgaardian_knight.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Nilfgaardian Knight</strong>

<em>Human, Soldier, Knight</em>

<span class=""keyword deploy"">Deploy</span>: Boost an enemy unit by 2.
","","","gwent_card"
"","The Guardian","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/the_guardian.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>The Guardian</strong>

<em>Construct, Token</em>

No ability.
","","","gwent_card"
"","Cow Carcass","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cow_carcass.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cow Carcass</strong>

<em>Beast, Token</em>

<span class=""keyword doomed"">Doomed</span>. <span class=""keyword spying"">Spying</span>.
On enemy turn end, give adjacent units <span class=""keyword poison"">Poison</span> and destroy self.
","","","gwent_card"
"","Treason","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/treason.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Treason</strong>

<em>Tactic</em>

Choose an enemy unit, then damage adjacent enemy units by its power.
","","","gwent_card"
"","Bribery","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/bribery.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Bribery</strong>

<em>Tactic</em>

<span class=""keyword create"">Create</span> and play a unit from your opponent's starting deck.
","","","gwent_card"
"","Petri's Philter","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/petris_philter.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Petri's Philter</strong>

<em></em>

<span class=""keyword zeal"">Zeal</span>.
<span class=""keyword order"">Order</span>: Boost an allied unit by 3 and give it <span class=""keyword zeal"">Zeal</span>.
","Petris Philter","","gwent_card"
"","Korathi Heatwave","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/korathi_heatwave.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Korathi Heatwave</strong>

<em></em>

<span class=""keyword banish"">Banish</span> a unit or an artifact.
","","","gwent_card"
"","Marching Orders","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/marching_orders.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Marching Orders</strong>

<em>Tactic</em>

Play the lowest unit from your deck.
","","","gwent_card"
"","Necromancy","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/necromancy.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Necromancy</strong>

<em>Spell</em>

Play a bronze unit from your graveyard and give it <span class=""keyword doomed"">Doomed</span>.
","","","gwent_card"
"","Summoning Circle","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/summoning_circle.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Summoning Circle</strong>

<em></em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword create"">Create</span> and play a bronze unit from any faction.
","","","gwent_card"
"","Arachas Venom","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/arachas_venom.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Arachas Venom</strong>

<em>Organic</em>

Damage a unit by 3.
<span class=""keyword deathblow"">Deathblow</span>: Damage adjacent units by 3.
","","","gwent_card"
"","Wild Hunt Navigator","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/wild_hunt_navigator.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Wild Hunt Navigator</strong>

<em>Wild Hunt, Mage</em>

<span class=""keyword deploy"">Deploy</span>: Boost an allied unit by 1.
<span class=""keyword dominance"">Dominance</span>: Boost it by 3 instead.
","","","gwent_card"
"","Vabjorn","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/vabjorn.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Vabjorn</strong>

<em>Human, Cultist, Warrior</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Destroy a damaged enemy.
","","","gwent_card"
"","Milaen","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/milaen.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Milaen</strong>

<em>Elf</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Damage an enemy unit by 4.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Damage 4 enemy units by 1.
","","","gwent_card"
"","Leo Bonhart","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/leo_bonhart.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Leo Bonhart</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Destroy an enemy unit with 9 or more power.
<span class=""keyword deploy"">Deploy</span> (<span class=""keyword ranged"">Ranged</span>): Destroy an enemy Witcher.
","","","gwent_card"
"","Rainfarn of Attre","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/rainfarn_of_attre.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Rainfarn of Attre</strong>

<em>Human, Knight</em>

Whenever you play a unit with <span class=""keyword spying"">Spying</span>, boost self by 2.
","","","gwent_card"
"","Aretuza Adept","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/aretuza_adept.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Aretuza Adept</strong>

<em>Human, Mage</em>

<span class=""keyword Deploy"">Deploy</span>: Gain <span class=""keyword zeal"">Zeal</span> if you control a Mage.
<span class=""keyword order"">Order</span> (<span class=""keyword ranged"">Ranged</span>): Give 1 <span class=""keyword charge"">Charge</span> to an allied unit.
<span class=""keyword cooldown"">Cooldown</span>: 1
","","","gwent_card"
"","Drummond Warmonger","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/drummond_warmonger.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Drummond Warmonger</strong>

<em>Human, Pirate</em>

<span class=""keyword deploy"">Deploy</span>: Damage 3 adjacent enemies by 1.
<span class=""keyword bloodthirst"">Bloodthirst</span> 5: Damage all enemies on a row by 1 instead.
","","","gwent_card"
"","Cyclops","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/cyclops.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Cyclops</strong>

<em>Ogroid</em>

<span class=""keyword deploy"">Deploy</span> (<span class=""keyword melee"">Melee</span>): Destroy an adjacent allied unit and damage an enemy unit by its power.
","","","gwent_card"
"","Archespore","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/archespore.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Archespore</strong>

<em>Plant</em>

<span class=""keyword deploy"">Deploy</span>: Damage a random enemy unit by 2. 
<span class=""keyword deathwish"">Deathwish</span>: Repeat the <span class=""keyword deploy"">Deploy</span> ability.
","","","gwent_card"
"","Dol Blathanna Sentry","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/dol_blathanna_sentry.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Dol Blathanna Sentry</strong>

<em>Elf</em>

<span class=""keyword melee"">Melee</span>: Whenever an enemy unit moves, damage it by 1.
<span class=""keyword ranged"">Ranged</span>: Whenever an allied unit moves, boost it by 1.
","","","gwent_card"
"","An Craite Greatsword","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/an_craite_greatsword.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>An Craite Greatsword</strong>

<em>Human, Warrior</em>

Whenever an enemy unit on the opposite row takes damage, boost self by 1.
","Greatsword, GS","","gwent_card"
"","Hefty Helge","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/hefty_helge.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Hefty Helge</strong>

<em>Machine</em>

<span class=""keyword shield"">Shield</span>.
<span class=""keyword order"">Order</span>: Damage a unit by 2.
<span class=""keyword charge"">Charge</span>: 1.
Gain 1 <span class=""keyword charge"">Charge</span> whenever you play a Tactic.
","Helge","","gwent_card"
"","Mahakam Marauder","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/mahakam_marauder.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Mahakam Marauder</strong>

<em>Dwarf</em>

<span class=""keyword deploy"">Deploy</span>: Gain <span class=""keyword vitality"">Vitality</span> for 2 turns.
<span class=""keyword bonded"">Bonded</span>: Gain <span class=""keyword vitality"">Vitality</span> for 4 turns.
","","","gwent_card"
"","Harald Houndsnout","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/harald_houndsnout.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Harald Houndsnout</strong>

<em>Human</em>

<span class=""keyword deploy"">Deploy</span>: <span class=""keyword spawn"">Spawn</span> 3 of Harald's Pals and <span class=""keyword summon"">Summon</span> them to your other allied row.
<span class=""keyword order"">Order</span>: Damage an allied unit by 1.
<span class=""keyword cooldown"">Cooldown</span>: 1.
","Houndsnout","","gwent_card"
"","Magne Division","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/magne_division.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Magne Division</strong>

<em>Human, Soldier</em>

Every allied turn, on turn end, boost self by 1 if this is the only card on this row.
","Magne","","gwent_card"
"","Tuirseach Veteran","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/tuirseach_veteran.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Tuirseach Veteran</strong>

<em>Human, Warrior</em>

<span class=""keyword deploy"">Deploy</span>: Damage self by 3.
<span class=""keyword berserk"">Berserk</span> 2: <span class=""keyword heal"">Heal</span> self.
","","","gwent_card"
"","Ban Ard Tutor","","<img class=""aligncenter wp-image-15599 size-full"" src=""https://teamleviathangaming.com/wp-content/uploads/gwent_cards/ban_ard_tutor.jpg?v=1585826911461"" alt="""" width=""249"" height=""357"">
<strong>Ban Ard Tutor</strong>

<em>Human, Mage</em>

<span class=""keyword deploy"">Deploy</span>: Boost an allied Mage by 4.
","","","gwent_card"
